,id,author,birthDate,deathDate,gender,birthPlace,last,first
116,1341,永井荷風,1879-12-03,1959-04-30,male,東京,Nagai,Kafu
117,293,原民喜,1905-11-15,1951-03-13,male,広島市,Hara,Tamiki
118,372,桑原隲蔵,1871-01-27,1931-05-24,male,敦賀市,Kuwabara,Jitsuzo
119,34,内村鑑三,1861-03-26,1930-03-28,male,小石川,Uchimura,Kanzo
120,1028,イプセンヘンリック,1828-03-20,1906-05-23,male,Stockmanngården,Ibsen,Henrik
121,311,宮本百合子,1899-02-13,1951-01-21,female,小石川区,Miyamoto,Yuriko
122,82,岡本綺堂,1872-11-15,1939-03-01,male,高輪,Okamoto,Kido
123,1245,会津八一,1881-08-01,1956-11-21,male,新潟市,Aizu,Yaichi
124,1029,デカルトルネ,1596-00-00,1650-00-00,male,Descartes,Descartes,Rene
125,1025,ゲーテヨハン・ヴォルフガング・フォン,1749-08-28,1832-03-22,male,Frankfurt,Goethe,Johann Wolfgang von
126,1403,北大路魯山人,1883-03-23,1959-12-21,male,京都市,Kitaoji,Rosanjin
127,93,南方熊楠,1867-05-18,1941-12-29,male,和歌山市,Minakata,Kumagusu
128,1034,浅野和三郎,1874-08,1937-02-03,male,源清田村 ( -1889),Asano,Wasaburo
129,1465,東健而,1889-00-00,1933-00-00,male,,Azuma,Kenji
130,146,種田山頭火,1882-12-03,1940-10-11,male,防府市,Taneda,Santoka
131,1839,荒木光二郎,,,male,unknown,Araki,Kojiro
132,1264,榎本武揚,1836-10-05,1908-10-26,male,御徒町,Enomoto,Takeaki
133,354,勝海舟,1823-03-12,1899-01-19,male,両国,Katsu,Kaishu
134,535,桐生悠々,1873-05-20,1941-09-10,male,金沢市,Kiryu,Yuyu
135,1257,アーヴィングワシントン,1783-04-03,1859-11-28,male,New York City,Irving,Washington
136,718,新渡戸稲造,1862-09-01,1933-10-16,male,盛岡市,Nitobe,Inazo
137,903,モーパッサンギ・ド,1850-08-05,1893-07-06,male,Dieppe,Maupassant,Guy De
138,226,アレニウススヴァンテ,1859-02-19,1927-10-02,male,Wik Castle,Arrhenius,Svante
139,969,杉山萠円,1889-01-04,1936-03-11,male,Tokyo,Sugiyama,Hoen
140,124,小熊秀雄,1901-09-09,1940-11-20,male,小樽市,Oguma,Hideo
141,1155,チェーホフアントン,1860-01-17,1904-07-02,male,Taganrog,Chekhov,Anton
142,1843,アレンリリー・Ｌ,1867-12-30,1952-02-14,female,,Allen,Lily L.
143,216,直木三十五,1891-02-12,1934-02-24,male,大阪市,Naoki,Sanjugo
144,154,田中貢太郎,1880-03-02,1941-02-01,male,日本,Tanaka,Kotaro
145,279,徳冨健次郎,1868-12-08,1927-09-18,male,Minamata,Tokutomi,Kenjiro
146,997,北条民雄,1914-09-22,1937-12-05,male,京城府,Hojo,Tamio
147,1216,井原西鶴,1642-00-00,1693-09-09,male,中津村,Ihara,Saikaku
148,286,野口雨情,1882-05-29,1945-01-27,male,Isohara,Noguchi,Ujo
149,1579,室生犀星,1889-08-01,1962-03-26,male,金沢市,Murou,Saisei
150,1093,ロランロマン,1866-01-29,1944-12-30,male,Clamecy,Rolland,Romain
151,1189,ジェファーソントマス,1743-04-13,1826-07-04,male,Shadwell,Jefferson,Thomas
152,1430,ウェルズハーバート・ジョージ,1866-09-21,1946-08-13,male,Bromley,Wells,Herbert George
153,1320,西郷隆盛,1828-01-23,1877-09-24,male,加治屋町,Saigo,Takamori
154,57,福田英子,1865-11-22,1927-05-02,female,備前国,Fukuda,Hideko
155,1085,イエイツウィリアム・バトラー,1865-06-13,1939-01-28,male,Sandymount,Yeats,William Butler
156,1380,石川欣一,1895-03-17,1959-08-04,unknown,,Ishikawa,Kinichi
157,207,ゴーゴリニコライ,1809-03-12,1852-02-21,male,Velyki Sorochyntsi,Gogol,Nikolai
158,1528,日本国,,,unknown,,Nihonkoku,
159,1224,久生十蘭,1902-04-06,1957-10-06,male,函館市,Hisao,Juran
160,906,豊島与志雄,1890-11-27,1955-06-18,male,福岡県,Toyoshima,Yoshio
161,968,かぐつちみどり,1889-01-04,1936-03-11,male,Tokyo,Kagutsuchi,Midori
162,1351,池田蕉園,1886-05-13,1917-12-01,female,神田区,Ikeda,Shoen
163,351,増田雅子,1880-05-06,1946-09-02,female,Japan,Masuda,Masako
164,318,山川登美子,1879-07-19,1909-04-15,female,遠敷郡,Yamakawa,Tomiko
165,1099,ホーマー,,,unknown,,Homer,
166,1160,池田菊苗,1864-00-00,1936-05-03,male,京都市,Ikeda,Kikunae
167,1159,佐野昌一,1897-12-26,1949-05-17,male,Tokushima,Sano,Shoichi
168,1421,阿部次郎,1883-08-27,1959-10-20,male,,Abe,Jiro
169,11,立原道造,1914-07-30,1939-03-29,male,東京,Tachihara,Michizo
170,1869,山本周五郎,1903-06-22,1967-02-14,male,大月市,Yamamoto,Shugoro
171,827,森本薫,1912-06-04,1946-10-06,male,東淀川区,Morimoto,Kaoru
172,966,海若藍平,1889-01-04,1936-03-11,male,Tokyo,Kaijaku,Ranpei
173,1119,岩波茂雄,1881-08-27,1946-04-25,male,諏訪市,Iwanami,Shigeo
174,1569,中谷宇吉郎,1900-07-04,1962-04-11,male,加賀市,Nakaya,Ukichiro
175,1049,ファーブルジャン・アンリ,1823-12-23,1915-10-11,male,Saint-Léons,Fabre,Jean Henri
176,281,戸坂潤,1900-09-27,1945-08-09,male,東京,Tosaka,Jun
177,1734,石波杏,1982-00-00,,male,Ibaraki,Ishinami,Kyo
178,157,北村透谷,1868-12-29,1894-05-16,male,小田原町,Kitamura,Tokoku
179,989,三遊亭円朝,1839-05-13,1900-08-11,male,Edo,San'yutei,Encho
180,1477,陳寿,233-00-00,297-00-00,male,Baxi Jun,Chen,Shou
181,1429,石原純,1881-1-15,1947-1-19,male,東京,Ishiwara,Atsushi
182,726,長谷川時雨,1879-10-01,1941-08-22,female,東京,Hasegawa,Shigure
183,1011,波多野精一,1877-07-21,1950-01-17,male,松本市,Hatano,Seiichi
184,886,泉鏡太郎,1873-11-04,1939-09-07,male,Kanazawa,Izumi,Kyotaro
185,981,巌谷小波,1870-07-04,1933-09-05,male,Kōjimachi-ku,Iwaya,Sazanami
186,136,山村暮鳥,1884-01-10,1924-12-08,male,長岡市,Yamamura,Bocho
187,261,幸徳秋水,1871-11-05,1911-01-24,male,中村市,Kotoku,Shusui
188,284,内藤湖南,1866-08-26,1934-06-26,male,毛馬内町,Naito,Konan
189,1875,壺井栄,1899-08-05,1967-06-23,female,小豆島町,Tsuboi,Sakae
190,649,田中正造,1841-12-15,1913-09-04,male,佐野市,Tanaka,Shozo
191,355,上村松園,1875-04-23,1949-08-27,female,京都市,Uemura,Shoen
192,1277,ガンジーマハトマ,1869-10-02,1948-01-30,male,Porbandar,Gandhi,Mahatma
193,1311,三好十郎,1902-04-21,1958-12-16,male,佐賀市,Miyoshi,Juro
194,259,小出楢重,1887-10-13,1931-02-13,male,大阪市,Koide,Narashige
195,190,大手拓次,1887-12-03,1934-04-18,male,,Ote,Takuji
196,506,河合栄治郎,1891-02-13,1944-02-15,male,東京都,Kawai,Eijiro
197,1749,三好達治,1900-08-23,1964-04-05,male,西区,Miyoshi,Tatsuji
198,1047,マロエクトール・アンリ,1830-05-20,1907-07-17,male,La Bouille,Malot,Hector Henri
199,1021,井上円了,1858-03-18,1919-06-06,male,来迎寺村,Inoue,Enryo
200,595,島田清次郎,1899-02-26,1930-04-29,male,白山市,Shimada,Seijiro
201,1052,久坂葉子,1931-03-27,1952-12-31,female,神戸市,Kusaka,Yoko
202,1541,高山毅,1911-08-01,1961-10-28,male,unknown,Takayama,Tsuyoshi
203,1558,古川緑波,1903-08-13,1961-01-16,male,Kōjimachi-ku,Furukawa,Roppa
204,23,徳田秋声,1872-02-01,1943-11-18,male,金沢市,Tokuda,Shusei
205,1312,木村荘八,1893-08-21,1958-11-18,male,東京都,Kimura,Shohachi
206,77,押川春浪,1876-03-21,1914-11-16,male,松山市,Oshikawa,Shunro
207,1416,田山録弥,1872-01-22,1930-05-13,male,Tatebayashi,Tayama,Rokuya
208,1398,高木貞治,1875-04-21,1960-02-28,male,春日村,Takagi,Teiji
209,1088,プーシキンアレクサンドル・セルゲーヴィチ,1799-05-26,1837-01-17,male,Moscow,Pushkin,Aleksandr Sergeevich
210,61,橋本進吉,1882-12-24,1945-01-30,male,敦賀市,Hashimoto,Shinkichi
211,1536,桂三木助,1902-03-28,1961-01-16,unknown,,Katsura,Mikisuke
212,169,大杉栄,1885-01-17,1923-09-16,male,丸亀市,Osugi,Sakae
213,1570,小倉金之助,1885-03-14,1962-10-21,male,山形県,ogura,kinnosuke
214,967,香倶土三鳥,1889-01-04,1936-03-11,male,Tokyo,Kagutsuchi,Midori
215,984,葛西善蔵,1887-01-16,1928-07-23,male,弘前市,Kasai,Zenzo
216,8,島木健作,1903-09-07,1945-08-17,male,札幌市,Shimaki,Kensaku
217,89,北一輝,1883-04-03,1937-08-19,male,加茂郡,Kita,Ikki
218,271,高山樗牛,1871-02-28,1902-12-24,male,鶴岡市,Takayama,Chogyu
219,1293,小野佐世男,1905-02-06,1954-02-01,male,横浜市,Ono,Saseo
220,227,生田春月,1892-03-12,1930-05-19,male,,Ikuta,Shungetsu
221,1520,柳宗悦,1889-03-21,1961-05-03,male,東京都,Yanagi,Muneyoshi
222,224,小泉節子,1868-02-04,1932-02-18,female,,Koizumi,Setsuko
223,301,穂積陳重,1855-08-23,1926-04-07,male,宇和島市,Hozumi,Nobushige
224,1156,ルナールジュール,1864-02-22,1910-05-22,male,Châlons-du-Maine,Renard,Jules
225,922,末弘厳太郎,1888-11-30,1951-09-11,male,山口県,Suehiro,Izutaro
226,1364,ニューコムシモン,1835-00-00,1909-00-00,male,Nova Scotia,Newcomb,Simon
227,1242,坪井正五郎,1863-02-22,1913-05-26,male,江戸,Tsuboi,Shogoro
228,1065,高田力,,1950-00-00,male,,Takata,Tsutomu
229,1081,土井晩翠,1871-12-05,1952-10-19,male,仙台市,Doi,Bansui
230,1584,秋田雨雀,1883-01-30,1962-05-12,male,青森県,Akita,Ujyaku
231,1217,ヴァレリーポール,1871-10-30,1945-07-20,male,Sète,Valery,Paul
232,564,斎藤秀三郎,1866-02-16,1929-11-09,male,仙台市,Saito,Hidesaburo
233,416,伊藤野枝,1895-01-21,1923-09-16,female,福岡市,Ito,Noe
234,1581,正宗白鳥,1879-03-03,1962-10-28,male,備前市,Masamune,Hakucho
235,1695,飯田蛇笏,1885-04-26,1962-10-03,male,五成村,Iida,Dakotsu
236,1305,羽志主水,1884-06-03,1957-02-26,male,長野市,hashi,mondo
237,63,宮武外骨,1867-02-22,1955-07-28,male,讃岐国,Miyatake,Gaikotsu
238,270,高村光雲,1852-03-08,1934-10-10,male,Shitaya,Takamura,Koun
239,748,平田晋策,1904-03-06,1936-01-28,male,unknown,Hirata,Shinsaku
240,1310,高浜虚子,1874-02-22,1959-04-08,male,松山市,Takahama,Kyoshi
241,1331,秋月種樹,1833-11-28,1904-10-17,male,,Akizuki,Tanetatsu
242,1332,佐藤一斎,1772-11-14,1859-10-19,male,日本橋浜町,Sato,Issai
243,1166,中井正一,1900-02-14,1952-05-18,male,広島県,Nakai,Masakazu
244,1568,妹尾アキ夫,1892-03-04,1962-04-19,male,Tsuyama,Senoo,Akio
245,1313,正岡容,1904-12-20,1958-12-07,male,東京都,Masaoka,Iruru
246,1344,喜田貞吉,1871-07-11,1939-07-03,male,櫛渕町,Kita,Sadakichi
247,1648,土谷麓,1914-03-30,1962-09-03,male,unknown,Tsuchiya,Fumoto
248,340,ガールシンフセヴォロド・ミハイロヴィチ,1855-02-14,1888-04-05,male,Russia,Garshin,Vsevolod Mikhailvich
249,368,添田唖蝉坊,1872-12-25,1944-02-08,male,Kanagawa Prefecture,Soeda,Azenbo
250,1733,フリーマンリチャード オースティン,1862-04-11,1943-09-28,male,Marylebone,Freeman,Richard Austin
251,1420,中山太郎,1876-11-13,1947-06-13,male,大阪市,Nakayama,Taro
252,1668,西東三鬼,1900-05-15,1962-04-01,male,岡山県,Saito,Sanki
253,1125,井上紅梅,1881-00-00,1950-00-00,male,,Inoue,Kobai
254,1263,服部之総,1901-09-24,1956-03-04,male,,Hattori,Shiso
255,2034,井上基志,,,unknown,unknown,Inoue,Motoshi
256,843,山田美妙,1868-08-25,1910-10-24,male,神田,Yamada,Bimyo
257,255,国枝史郎,1887-10-10,1943-04-08,male,,Kunieda,Shiro
258,150,薄田泣菫,1877-05-19,1945-10-09,male,岡山県,Susukida,Kyukin
259,1248,佐藤垢石,1888-06-18,1956-07-04,male,,Sato,Koseki
260,1068,釈迢空,1887-02-11,1953-09-03,male,Osaka,Shaku,Choku
261,1499,外村繁,1902-12-23,1961-07-28,male,東近江市,Tonomura,Shigeru
262,905,ホーソーンナサニエル,1804-07-04,1864-05-19,male,Salem,Hawthorne,Nathaniel
263,1488,火野葦平,1907-01-25,1960-01-24,male,北九州市,Hino,Ashihei
264,310,三上於菟吉,1891-02-04,1944-02-07,male,埼玉県,Mikami,Otokichi
265,1349,武田祐吉,1886-05-05,1958-03-29,male,東京,Takeda,Yukichi
266,1468,賀川豊彦,1888-07-10,1960-04-23,male,神戸市,Kagawa,Toyohiko
267,1143,西尾正,1907-12-12,1949-03-10,male,東京都,Nishio,Tadashi
268,1487,浅沼稲次郎,1898-12-27,1960-10-12,male,三宅島,Asanuma,Inejiro
269,1789,日本経済新聞社,,,unknown,,Nihon Keizai Shinbunsha,
270,1212,中江兆民,1847-12-08,1901-12-13,male,高知市,Nakae,Chomin
271,1417,中江篤介,1847-12-08,1901-12-13,male,Kochi,Nakae,Tokusuke
272,1535,津田左右吉,1873-10-03,1961-12-04,male,下米田村,Tsuda,Sokichi
273,315,森林太郎,1862-02-17,1922-07-09,male,Tsuwano,Mori,Rintaro
274,1211,清沢満之,1863-08-10,1903-06-06,male,名古屋市,Kiyozawa,Manshi
275,1669,大倉燁子,1886-04-12,1960-07-18,female,東京都,Okura,Teruko
276,1340,ブラウニングロバート,1812-05-07,1889-12-12,male,London,Browning,Robert
277,1153,長岡半太郎,1865-08-19,1950-12-11,male,大村市,Nagaoka,Hantaro
278,289,浜尾四郎,1896-04-24,1935-10-29,male,Kōjimachi-ku,Hamao,Shiro
279,1329,ウォルトンみちよ,,,unknown,unknown,Walton,Michiyo
280,248,上司小剣,1874-12-15,1947-09-02,male,,Kamitsukasa,Shoken
281,1205,下村千秋,1893-09-04,1955-01-31,male,,Shimomura,Chiaki
282,810,村井弦斎,1863-12-18,1927-07-30,male,,Murai,Gensai
283,1157,神西清,1903-11-15,1957-03-11,male,東京市,Jinzai,Kiyoshi
284,1578,今村明恒,1870-06-14,1948-01-01,male,鹿児島市,Imamura,Akitsune
285,1127,狩野直喜,1868-02-11,1947-12-13,male,肥後国,Kano,Naoki
286,1407,ストレイチーリットン,1880-03-01,1932-01-21,male,London,Strachey,Lytton
287,276,知里幸恵,1903-06-08,1922-09-18,female,登別市,Chiri,Yukie
288,1539,片山敏彦,1898-11-05,1961-10-11,male,,Katayama,Toshihiko
289,320,与謝野寛,1873-02-26,1935-03-26,male,Okazaki,Yosano,Hiroshi
290,1612,江森盛弥,1903-08-18,1960-04-05,unknown,unknown,Emori,Moriya
291,525,木下尚江,1869-10-12,1937-11-05,male,松本市,Kinoshita,Naoe
292,325,蘭郁二郎,1913-09-02,1944-01-05,male,東京都,Ran,Ikujiro
293,1397,橘外男,1894-10-10,1959-07-09,male,,Tachibana,Sotoo
294,1142,酒井嘉七,1903-00-00,1946-00-00,male,,Sakai,Kashichi
295,1454,伊藤永之介,1903-11-21,1959-07-26,male,秋田市,Ito,Einosuke
296,1425,小寺菊子,1883-08-07,1956-11-26,female,,Kodera,Kikuko
297,260,甲賀三郎,1893-10-05,1945-02-14,male,日野町,Koga,Saburo
298,268,関根金次郎,1868-04-01,1946-03-12,male,Chiba Prefecture,Sekine,Kinjiro
299,1399,マクラウドフィオナ,1855-09-12,1905-12-12,male,Paisley,Macleod,Fiona
300,1325,上村経吉,1868-04-28,1922-11-21,male,Japan,Uemura,Tsunekichi
301,1326,小笠原長生,1867-12-15,1958-09-20,male,佐賀県,Ogasawara,Nganari
302,236,大阪圭吉,1912-03-20,1945-07-02,male,新城市,Osaka,Keikichi
303,1346,片山広子,1878-02-10,1957-03-19,female,東京,Katayama,Hiroko
304,1486,佐藤緑葉,1886-07-01,1960-09-02,male,,Sto,Ryokuyo
305,75,リルケライネル・マリア,1875-12-04,1926-12-29,male,Prague,Rilke,Rainer Maria
306,262,小酒井不木,1890-10-08,1929-04-01,male,愛知県,Kosakai,Fuboku
307,1179,土田耕平,1895-01-25,1940-08-12,male,,Tsuchida,Kohei
308,1497,吉井勇,1886-10-08,1960-11-19,male,東京,Yoshii,Isamu
309,1054,浜田青陵,1881-02-22,1938-07-25,male,Kishiwada,Hamada,Seiryo
310,740,原口統三,1927-01-14,1946-10-25,male,,Haraguchi,Tozo
311,1479,風巻景次郎,1902-05-22,1960-01-04,male,兵庫県,Kazamaki,Keijiro
312,95,佐々木直次郎,1901-03-27,1943-05-24,male,小松市,Sasaki,Naojiro
313,241,小栗風葉,1875-02-03,1926-01-15,male,半田市,Oguri,Fuyo
314,1195,ダビットヤーコプ・ユリウス,1859-00-00,1906-00-00,male,Hranice,David,Jakob Julius
