,id,author,birthDate,deathDate,gender,birthPlace,last,first
90,245,加藤文太郎,1905-03-11,1936-01-05,男性,兵庫県,Kato,Buntaro
91,1120,須川邦彦,1880-00-00,1949-00-00,男性,,Sugawa,Kunihiko
92,1562,吉川英治,1892-08-11,1962-09-07,男性,横浜市,Yoshikawa,Eiji
93,288,ハイヤームオマル,1048-00-00,1131-00-00,,,Khayyam,Umar
94,1045,バーネットフランシス・ホジソン・エリザ,1849-11-24,1924-10-29,,,Burnett,Frances Eliza Hodgson
95,182,西田幾多郎,1870-06-17,1945-06-07,男性,かほく市,Nishida,Kitaro
96,291,林芙美子,1903-12-31,1951-06-28,女性,下関市,Hayashi,Fumiko
97,305,正岡子規,1867-10-14,1902-09-19,男性,松山市,Masaoka,Shiki
98,106,北原白秋,1885-01-25,1942-11-02,男性,南関町,Kitahara,Hakushu
99,5,ツルゲーネフイワン,1818-11-09,1883-09-03,,,Turgenev,Ivan
100,885,与謝野晶子,1878-12-07,1942-05-29,女性,堺市,Yosano,Akiko
101,283,中里介山,1885-04-04,1944-04-28,男性,羽村市,Nakazato,Kaizan
102,1296,ランボージャン・ニコラ・アルチュール,1854-10-20,1891-11-10,,,Rimbaud,Jean Nicolas Arthur
103,1266,牧野富太郎,1862-05-22,1957-01-18,男性,佐川町,Makino,Tomitaro
104,1134,ペローシャルル,1628-01-12,1703-05-16,,,Perrault,Charles
105,1059,斎藤茂吉,1882-5-14,1953-2-25,男性,上山市,Saito,Mokichi
106,250,河上肇,1879-10-20,1946-01-30,男性,山口県,Kawakami,Hajime
107,1053,峠三吉,1917-02-19,1953-03-10,男性,大阪市,Toge,Sankichi
108,1404,河口慧海,1866-02-26,1945-02-24,男性,堺市,Kwaguchi,Ekai
109,118,長塚節,1879-04-03,1915-02-08,男性,茨城県,Nagatsuka,Takashi
110,1072,和田万吉,1865-10-07,1934-11-21,男性,大垣市,Wada,Mankichi
111,1395,和辻哲郎,1889-03-01,1960-12-26,男性,姫路市,Watsuji,Tetsuro
112,1044,ド・ラ・ラメーマリー・ルイーズ,1839-01-01,1908-01-25,,,de la Ramee,Marie Louise
113,126,田中英光,1913-01-10,1949-11-03,男性,東京,Tanaka,Hidemitsu
114,14,村山槐多,1896-09-15,1919-02-20,男性,額田郡,Murayama,Kaita
115,256,倉田百三,1891-02-23,1943-02-12,男性,庄原市,Kurata,Hyakuzo
116,1341,永井荷風,1879-12-03,1959-04-30,男性,東京,Nagai,Kafu
117,293,原民喜,1905-11-15,1951-03-13,男性,広島市,Hara,Tamiki
118,372,桑原隲蔵,1871-01-27,1931-05-24,男性,敦賀市,Kuwabara,Jitsuzo
119,34,内村鑑三,1861-03-26,1930-03-28,男性,小石川,Uchimura,Kanzo
120,1028,イプセンヘンリック,1828-03-20,1906-05-23,,,Ibsen,Henrik
121,311,宮本百合子,1899-02-13,1951-01-21,女性,小石川区,Miyamoto,Yuriko
122,82,岡本綺堂,1872-11-15,1939-03-01,男性,高輪,Okamoto,Kido
123,1245,会津八一,1881-08-01,1956-11-21,男性,新潟市,Aizu,Yaichi
124,1029,デカルトルネ,1596-00-00,1650-00-00,,,Descartes,Rene
125,1025,ゲーテヨハン・ヴォルフガング・フォン,1749-08-28,1832-03-22,,,Goethe,Johann Wolfgang von
126,1403,北大路魯山人,1883-03-23,1959-12-21,男性,京都市,Kitaoji,Rosanjin
127,93,南方熊楠,1867-05-18,1941-12-29,男性,和歌山市,Minakata,Kumagusu
128,1034,浅野和三郎,1874-08,1937-02-03,男性,源清田村 ( -1889),Asano,Wasaburo
129,1465,東健而,1889-00-00,1933-00-00,男性,,Azuma,Kenji
130,146,種田山頭火,1882-12-03,1940-10-11,男性,防府市,Taneda,Santoka
131,1839,荒木光二郎,,,,,Araki,Kojiro
132,1264,榎本武揚,1836-10-05,1908-10-26,男性,御徒町,Enomoto,Takeaki
133,354,勝海舟,1823-03-12,1899-01-19,男性,両国,Katsu,Kaishu
134,535,桐生悠々,1873-05-20,1941-09-10,男性,金沢市,Kiryu,Yuyu
135,1257,アーヴィングワシントン,1783-04-03,1859-11-28,,,Irving,Washington
136,718,新渡戸稲造,1862-09-01,1933-10-16,男性,盛岡市,Nitobe,Inazo
137,903,モーパッサンギ・ド,1850-08-05,1893-07-06,,,Maupassant,Guy De
138,226,アレニウススヴァンテ,1859-02-19,1927-10-02,,,Arrhenius,Svante
139,969,杉山萠円,1889-01-04,1936-03-11,,,Sugiyama,Hoen
140,124,小熊秀雄,1901-09-09,1940-11-20,男性,小樽市,Oguma,Hideo
141,1155,チェーホフアントン,1860-01-17,1904-07-02,,,Chekhov,Anton
142,1843,アレンリリー・Ｌ,1867-12-30,1952-02-14,,,Allen,Lily L.
143,216,直木三十五,1891-02-12,1934-02-24,男性,大阪市,Naoki,Sanjugo
144,154,田中貢太郎,1880-03-02,1941-02-01,男性,日本,Tanaka,Kotaro
145,279,徳冨健次郎,1868-12-08,1927-09-18,,,Tokutomi,Kenjiro
146,997,北条民雄,1914-09-22,1937-12-05,男性,京城府,Hojo,Tamio
147,1216,井原西鶴,1642-00-00,1693-09-09,男性,中津村,Ihara,Saikaku
148,286,野口雨情,1882-05-29,1945-01-27,,,Noguchi,Ujo
149,1579,室生犀星,1889-08-01,1962-03-26,男性,金沢市,Murou,Saisei
150,1093,ロランロマン,1866-01-29,1944-12-30,,,Rolland,Romain
151,1189,ジェファーソントマス,1743-04-13,1826-07-04,,,Jefferson,Thomas
152,1430,ウェルズハーバート・ジョージ,1866-09-21,1946-08-13,,,Wells,Herbert George
153,1320,西郷隆盛,1828-01-23,1877-09-24,男性,加治屋町,Saigo,Takamori
154,57,福田英子,1865-11-22,1927-05-02,女性,備前国,Fukuda,Hideko
155,1085,イエイツウィリアム・バトラー,1865-06-13,1939-01-28,,,Yeats,William Butler
156,1380,石川欣一,1895-03-17,1959-08-04,,,Ishikawa,Kinichi
157,207,ゴーゴリニコライ,1809-03-12,1852-02-21,,,Gogol,Nikolai
158,1528,日本国,,,,,Nihonkoku,
159,1224,久生十蘭,1902-04-06,1957-10-06,男性,函館市,Hisao,Juran
160,906,豊島与志雄,1890-11-27,1955-06-18,男性,福岡県,Toyoshima,Yoshio
161,968,かぐつちみどり,1889-01-04,1936-03-11,,,Kagutsuchi,Midori
162,1351,池田蕉園,1886-05-13,1917-12-01,女性,神田区,Ikeda,Shoen
163,351,増田雅子,1880-05-06,1946-09-02,,,Masuda,Masako
164,318,山川登美子,1879-07-19,1909-04-15,女性,遠敷郡,Yamakawa,Tomiko
165,1099,ホーマー,,,,,Homer,
166,1160,池田菊苗,1864-00-00,1936-05-03,男性,京都市,Ikeda,Kikunae
167,1159,佐野昌一,1897-12-26,1949-05-17,,,Sano,Shoichi
168,1421,阿部次郎,1883-08-27,1959-10-20,男性,,Abe,Jiro
169,11,立原道造,1914-07-30,1939-03-29,男性,東京,Tachihara,Michizo
170,1869,山本周五郎,1903-06-22,1967-02-14,男性,大月市,Yamamoto,Shugoro
171,827,森本薫,1912-06-04,1946-10-06,男性,東淀川区,Morimoto,Kaoru
172,966,海若藍平,1889-01-04,1936-03-11,,,Kaijaku,Ranpei
173,1119,岩波茂雄,1881-08-27,1946-04-25,男性,諏訪市,Iwanami,Shigeo
174,1569,中谷宇吉郎,1900-07-04,1962-04-11,男性,加賀市,Nakaya,Ukichiro
175,1049,ファーブルジャン・アンリ,1823-12-23,1915-10-11,,,Fabre,Jean Henri
176,281,戸坂潤,1900-09-27,1945-08-09,男性,東京,Tosaka,Jun
177,1734,石波杏,1982-00-00,,,,Ishinami,Kyo
178,157,北村透谷,1868-12-29,1894-05-16,男性,小田原町,Kitamura,Tokoku
179,989,三遊亭円朝,1839-05-13,1900-08-11,,,San'yutei,Encho
180,1477,陳寿,233-00-00,297-00-00,,,Chen,Shou
181,1429,石原純,1881-1-15,1947-1-19,男性,東京,Ishiwara,Atsushi
182,726,長谷川時雨,1879-10-01,1941-08-22,女性,東京,Hasegawa,Shigure
183,1011,波多野精一,1877-07-21,1950-01-17,男性,松本市,Hatano,Seiichi
184,886,泉鏡太郎,1873-11-04,1939-09-07,,,Izumi,Kyotaro
185,981,巌谷小波,1870-07-04,1933-09-05,,,Iwaya,Sazanami
186,136,山村暮鳥,1884-01-10,1924-12-08,男性,長岡市,Yamamura,Bocho
187,261,幸徳秋水,1871-11-05,1911-01-24,男性,中村市,Kotoku,Shusui
188,284,内藤湖南,1866-08-26,1934-06-26,男性,毛馬内町,Naito,Konan
189,1875,壺井栄,1899-08-05,1967-06-23,女性,小豆島町,Tsuboi,Sakae
190,649,田中正造,1841-12-15,1913-09-04,男性,佐野市,Tanaka,Shozo
191,355,上村松園,1875-04-23,1949-08-27,女性,京都市,Uemura,Shoen
192,1277,ガンジーマハトマ,1869-10-02,1948-01-30,,,Gandhi,Mahatma
193,1311,三好十郎,1902-04-21,1958-12-16,男性,佐賀市,Miyoshi,Juro
194,259,小出楢重,1887-10-13,1931-02-13,男性,大阪市,Koide,Narashige
195,190,大手拓次,1887-12-03,1934-04-18,男性,,Ote,Takuji
196,506,河合栄治郎,1891-02-13,1944-02-15,男性,東京都,Kawai,Eijiro
197,1749,三好達治,1900-08-23,1964-04-05,男性,西区,Miyoshi,Tatsuji
198,1047,マロエクトール・アンリ,1830-05-20,1907-07-17,,,Malot,Hector Henri
199,1021,井上円了,1858-03-18,1919-06-06,男性,来迎寺村,Inoue,Enryo
200,595,島田清次郎,1899-02-26,1930-04-29,男性,白山市,Shimada,Seijiro
201,1052,久坂葉子,1931-03-27,1952-12-31,女性,神戸市,Kusaka,Yoko
202,1541,高山毅,1911-08-01,1961-10-28,,,Takayama,Tsuyoshi
203,1558,古川緑波,1903-08-13,1961-01-16,,,Furukawa,Roppa
204,23,徳田秋声,1872-02-01,1943-11-18,男性,金沢市,Tokuda,Shusei
205,1312,木村荘八,1893-08-21,1958-11-18,男性,東京都,Kimura,Shohachi
206,77,押川春浪,1876-03-21,1914-11-16,男性,松山市,Oshikawa,Shunro
207,1416,田山録弥,1872-01-22,1930-05-13,,,Tayama,Rokuya
208,1398,高木貞治,1875-04-21,1960-02-28,男性,春日村,Takagi,Teiji
209,1088,プーシキンアレクサンドル・セルゲーヴィチ,1799-05-26,1837-01-17,,,Pushkin,Aleksandr Sergeevich
210,61,橋本進吉,1882-12-24,1945-01-30,男性,敦賀市,Hashimoto,Shinkichi
211,1536,桂三木助,1902-03-28,1961-01-16,,,Katsura,Mikisuke
212,169,大杉栄,1885-01-17,1923-09-16,男性,丸亀市,Osugi,Sakae
213,1570,小倉金之助,1885-03-14,1962-10-21,男性,山形県,ogura,kinnosuke
214,967,香倶土三鳥,1889-01-04,1936-03-11,,,Kagutsuchi,Midori
215,984,葛西善蔵,1887-01-16,1928-07-23,男性,弘前市,Kasai,Zenzo
216,8,島木健作,1903-09-07,1945-08-17,男性,札幌市,Shimaki,Kensaku
217,89,北一輝,1883-04-03,1937-08-19,男性,加茂郡,Kita,Ikki
218,271,高山樗牛,1871-02-28,1902-12-24,男性,鶴岡市,Takayama,Chogyu
219,1293,小野佐世男,1905-02-06,1954-02-01,男性,横浜市,Ono,Saseo
220,227,生田春月,1892-03-12,1930-05-19,男性,,Ikuta,Shungetsu
221,1520,柳宗悦,1889-03-21,1961-05-03,男性,東京都,Yanagi,Muneyoshi
222,224,小泉節子,1868-02-04,1932-02-18,,,Koizumi,Setsuko
223,301,穂積陳重,1855-08-23,1926-04-07,男性,宇和島市,Hozumi,Nobushige
224,1156,ルナールジュール,1864-02-22,1910-05-22,,,Renard,Jules
225,922,末弘厳太郎,1888-11-30,1951-09-11,男性,山口県,Suehiro,Izutaro
226,1364,ニューコムシモン,1835-00-00,1909-00-00,,,Newcomb,Simon
227,1242,坪井正五郎,1863-02-22,1913-05-26,男性,江戸,Tsuboi,Shogoro
228,1065,高田力,,1950-00-00,,,Takata,Tsutomu
229,1081,土井晩翠,1871-12-05,1952-10-19,男性,仙台市,Doi,Bansui
230,1584,秋田雨雀,1883-01-30,1962-05-12,男性,青森県,Akita,Ujyaku
231,1217,ヴァレリーポール,1871-10-30,1945-07-20,,,Valery,Paul
232,564,斎藤秀三郎,1866-02-16,1929-11-09,男性,仙台市,Saito,Hidesaburo
233,416,伊藤野枝,1895-01-21,1923-09-16,女性,福岡市,Ito,Noe
234,1581,正宗白鳥,1879-03-03,1962-10-28,男性,備前市,Masamune,Hakucho
235,1695,飯田蛇笏,1885-04-26,1962-10-03,男性,五成村,Iida,Dakotsu
236,1305,羽志主水,1884-06-03,1957-02-26,男性,長野市,hashi,mondo
237,63,宮武外骨,1867-02-22,1955-07-28,男性,讃岐国,Miyatake,Gaikotsu
238,270,高村光雲,1852-03-08,1934-10-10,,,Takamura,Koun
239,748,平田晋策,1904-03-06,1936-01-28,,,Hirata,Shinsaku
240,1310,高浜虚子,1874-02-22,1959-04-08,男性,松山市,Takahama,Kyoshi
241,1331,秋月種樹,1833-11-28,1904-10-17,男性,,Akizuki,Tanetatsu
242,1332,佐藤一斎,1772-11-14,1859-10-19,男性,日本橋浜町,Sato,Issai
243,1166,中井正一,1900-02-14,1952-05-18,男性,広島県,Nakai,Masakazu
244,1568,妹尾アキ夫,1892-03-04,1962-04-19,,,Senoo,Akio
245,1313,正岡容,1904-12-20,1958-12-07,男性,東京都,Masaoka,Iruru
246,1344,喜田貞吉,1871-07-11,1939-07-03,男性,櫛渕町,Kita,Sadakichi
247,1648,土谷麓,1914-03-30,1962-09-03,,,Tsuchiya,Fumoto
248,340,ガールシンフセヴォロド・ミハイロヴィチ,1855-02-14,1888-04-05,,,Garshin,Vsevolod Mikhailvich
249,368,添田唖蝉坊,1872-12-25,1944-02-08,,,Soeda,Azenbo
250,1733,フリーマンリチャード オースティン,1862-04-11,1943-09-28,,,Freeman,Richard Austin
251,1420,中山太郎,1876-11-13,1947-06-13,男性,大阪市,Nakayama,Taro
252,1668,西東三鬼,1900-05-15,1962-04-01,男性,岡山県,Saito,Sanki
253,1125,井上紅梅,1881-00-00,1950-00-00,男性,,Inoue,Kobai
254,1263,服部之総,1901-09-24,1956-03-04,男性,,Hattori,Shiso
255,2034,井上基志,,,,,Inoue,Motoshi
256,843,山田美妙,1868-08-25,1910-10-24,男性,神田,Yamada,Bimyo
257,255,国枝史郎,1887-10-10,1943-04-08,男性,,Kunieda,Shiro
258,150,薄田泣菫,1877-05-19,1945-10-09,男性,岡山県,Susukida,Kyukin
259,1248,佐藤垢石,1888-06-18,1956-07-04,男性,,Sato,Koseki
260,1068,釈迢空,1887-02-11,1953-09-03,,,Shaku,Choku
261,1499,外村繁,1902-12-23,1961-07-28,男性,東近江市,Tonomura,Shigeru
262,905,ホーソーンナサニエル,1804-07-04,1864-05-19,,,Hawthorne,Nathaniel
263,1488,火野葦平,1907-01-25,1960-01-24,男性,北九州市,Hino,Ashihei
264,310,三上於菟吉,1891-02-04,1944-02-07,男性,埼玉県,Mikami,Otokichi
265,1349,武田祐吉,1886-05-05,1958-03-29,男性,東京,Takeda,Yukichi
266,1468,賀川豊彦,1888-07-10,1960-04-23,男性,神戸市,Kagawa,Toyohiko
267,1143,西尾正,1907-12-12,1949-03-10,男性,東京都,Nishio,Tadashi
268,1487,浅沼稲次郎,1898-12-27,1960-10-12,男性,三宅島,Asanuma,Inejiro
269,1789,日本経済新聞社,,,,,Nihon Keizai Shinbunsha,
270,1212,中江兆民,1847-12-08,1901-12-13,男性,高知市,Nakae,Chomin
271,1417,中江篤介,1847-12-08,1901-12-13,,,Nakae,Tokusuke
272,1535,津田左右吉,1873-10-03,1961-12-04,男性,下米田村,Tsuda,Sokichi
273,315,森林太郎,1862-02-17,1922-07-09,,,Mori,Rintaro
274,1211,清沢満之,1863-08-10,1903-06-06,男性,名古屋市,Kiyozawa,Manshi
275,1669,大倉燁子,1886-04-12,1960-07-18,女性,東京都,Okura,Teruko
276,1340,ブラウニングロバート,1812-05-07,1889-12-12,,,Browning,Robert
277,1153,長岡半太郎,1865-08-19,1950-12-11,男性,大村市,Nagaoka,Hantaro
278,289,浜尾四郎,1896-04-24,1935-10-29,,,Hamao,Shiro
279,1329,ウォルトンみちよ,,,,,Walton,Michiyo
280,248,上司小剣,1874-12-15,1947-09-02,男性,,Kamitsukasa,Shoken
281,1205,下村千秋,1893-09-04,1955-01-31,男性,,Shimomura,Chiaki
282,810,村井弦斎,1863-12-18,1927-07-30,男性,,Murai,Gensai
283,1157,神西清,1903-11-15,1957-03-11,男性,東京市,Jinzai,Kiyoshi
284,1578,今村明恒,1870-06-14,1948-01-01,男性,鹿児島市,Imamura,Akitsune
285,1127,狩野直喜,1868-02-11,1947-12-13,男性,肥後国,Kano,Naoki
286,1407,ストレイチーリットン,1880-03-01,1932-01-21,,,Strachey,Lytton
287,276,知里幸恵,1903-06-08,1922-09-18,女性,登別市,Chiri,Yukie
288,1539,片山敏彦,1898-11-05,1961-10-11,男性,,Katayama,Toshihiko
289,320,与謝野寛,1873-02-26,1935-03-26,,,Yosano,Hiroshi
290,1612,江森盛弥,1903-08-18,1960-04-05,,,Emori,Moriya
291,525,木下尚江,1869-10-12,1937-11-05,男性,松本市,Kinoshita,Naoe
292,325,蘭郁二郎,1913-09-02,1944-01-05,男性,東京都,Ran,Ikujiro
293,1397,橘外男,1894-10-10,1959-07-09,男性,,Tachibana,Sotoo
294,1142,酒井嘉七,1903-00-00,1946-00-00,男性,,Sakai,Kashichi
295,1454,伊藤永之介,1903-11-21,1959-07-26,男性,秋田市,Ito,Einosuke
296,1425,小寺菊子,1883-08-07,1956-11-26,女性,,Kodera,Kikuko
297,260,甲賀三郎,1893-10-05,1945-02-14,男性,日野町,Koga,Saburo
298,268,関根金次郎,1868-04-01,1946-03-12,,,Sekine,Kinjiro
299,1399,マクラウドフィオナ,1855-09-12,1905-12-12,,,Macleod,Fiona
300,1325,上村経吉,1868-04-28,1922-11-21,,,Uemura,Tsunekichi
301,1326,小笠原長生,1867-12-15,1958-09-20,男性,佐賀県,Ogasawara,Nganari
302,236,大阪圭吉,1912-03-20,1945-07-02,男性,新城市,Osaka,Keikichi
303,1346,片山広子,1878-02-10,1957-03-19,女性,東京,Katayama,Hiroko
304,1486,佐藤緑葉,1886-07-01,1960-09-02,男性,,Sto,Ryokuyo
305,75,リルケライネル・マリア,1875-12-04,1926-12-29,,,Rilke,Rainer Maria
306,262,小酒井不木,1890-10-08,1929-04-01,男性,愛知県,Kosakai,Fuboku
307,1179,土田耕平,1895-01-25,1940-08-12,,,Tsuchida,Kohei
308,1497,吉井勇,1886-10-08,1960-11-19,男性,東京,Yoshii,Isamu
309,1054,浜田青陵,1881-02-22,1938-07-25,,,Hamada,Seiryo
310,740,原口統三,1927-01-14,1946-10-25,男性,,Haraguchi,Tozo
311,1479,風巻景次郎,1902-05-22,1960-01-04,男性,兵庫県,Kazamaki,Keijiro
312,95,佐々木直次郎,1901-03-27,1943-05-24,男性,小松市,Sasaki,Naojiro
313,241,小栗風葉,1875-02-03,1926-01-15,男性,半田市,Oguri,Fuyo
314,1195,ダビットヤーコプ・ユリウス,1859-00-00,1906-00-00,,,David,Jakob Julius
315,1372,柴崎芳太郎,1876-08-13,1938-01-29,男性,,Shibazaki,Yoshitaro
316,684,内藤鳴雪,1847-05-29,1926-02-20,男性,江戸,Naito,Meisetsu
317,1702,ベートーヴェンルートヴィヒ・ヴァン,1770-12,1827-03-26,,,Beethoven,Ludwig van
318,1190,アルテンベルクペーター,1859-03-09,1919-01-08,,,ALTENBERG,PETER
319,252,金史良,1914-03-03,1950-00-00,,,Kim,Sa-ryang
320,488,小柳司気太,1870-12-24,1940-07-18,男性,,Oyanagi,Shigeta
321,275,近松秋江,1876-05-04,1944-04-23,男性,岡山県,Chikamatsu,Shuko
322,1193,オイレンベルクヘルベルト,1876-01-25,1949-09-04,,,Eulenberg,Herbert
323,1308,徳永直,1899-01-20,1958-02-15,男性,花園村,Tokunaga,Sunao
